
Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 3   | HC 110433         | LUIZ FUX | N | 10 | 0
 4   | HC 117746         | LUIZ FUX | N | 10 | 0
 5   | HC 108268         | LUIZ FUX | N | 10 | 0
 6   | HC 115868         | LUIZ FUX | N | 10 | 0
 7   | HC 110260         | LUIZ FUX | N | 10 | 0
 8   | HC 104827         | LUIZ FUX | N | 10 | 0
 9   | HC 109344         | LUIZ FUX | N | 10 | 0
 10   | HC 111837         | LUIZ FUX | N | 10 | 0
 11   | HC 111365         | LUIZ FUX | N | 10 | 0
 12   | HC 104722         | LUIZ FUX | N | 10 | 0
 13   | HC 85942          | LUIZ FUX | N | 10 | 0
 14   | RHC 117491        | LUIZ FUX | N | 10 | 0
 15   | HC 104195         | LUIZ FUX | N | 10 | 0
 16   | HC 111254         | LUIZ FUX | N | 10 | 0
 17   | RHC 115133        | LUIZ FUX | N | 10 | 0
 18   | HC 111867         | LUIZ FUX | N | 10 | 0
 19   | INQ 2915          | LUIZ FUX | N | 10 | 0
 20   | RHC 108011        | LUIZ FUX | N | 10 | 0
 21   | ADI 5286          | LUIZ FUX | N | 10 | 0
 22   | HC 99448          | LUIZ FUX | N | 10 | 0
 23   | RE 539224         | LUIZ FUX | N | 10 | 0
 24   | RHC 115986        | LUIZ FUX | N | 9 | 1
 25   | EXT 1239          | LUIZ FUX | N | 9 | 1
 26   | RHC 103354        | LUIZ FUX | N | 9 | 1
 27   | EXT 1375          | LUIZ FUX | N | 9 | 1
 28   | HC 101892         | LUIZ FUX | N | 9 | 1
 29   | HC 108201         | LUIZ FUX | N | 9 | 1
 30   | HC 110636         | LUIZ FUX | N | 9 | 1
 31   | HC 100367         | LUIZ FUX | N | 9 | 1
 32   | RHC 115213        | LUIZ FUX | N | 9 | 1
 33   | ADC 30            | LUIZ FUX | N | 9 | 1
 34   | HC 108219         | LUIZ FUX | N | 9 | 1
 35   | HC 102926         | LUIZ FUX | N | 9 | 1
 36   | HC 110902         | LUIZ FUX | N | 9 | 1
 37   | HC 100754         | LUIZ FUX | N | 9 | 1
 38   | HC 114559         | LUIZ FUX | N | 9 | 1
 39   | ADI 4578          | LUIZ FUX | N | 9 | 1
 40   | RCL 9723          | LUIZ FUX | N | 9 | 1
 41   | RHC 123572        | LUIZ FUX | N | 9 | 1
 42   | HC 107796         | LUIZ FUX | N | 9 | 1
 43   | HC 96820          | LUIZ FUX | N | 9 | 1
 44   | HC 107882         | LUIZ FUX | N | 9 | 1
 45   | HC 108135         | LUIZ FUX | N | 9 | 1
 46   | HC 111480         | LUIZ FUX | N | 9 | 1
 47   | ADI 4414          | LUIZ FUX | N | 9 | 0
 48   | RHC 103542        | LUIZ FUX | N | 9 | 0
 49   | HC 101698         | LUIZ FUX | N | 9 | 0
 50   | RE 655265         | LUIZ FUX | N | 9 | 0
 51   | HC 120435         | LUIZ FUX | N | 9 | 0
 52   | HC 93938          | LUIZ FUX | N | 9 | 0
 53   | RE 747912         | LUIZ FUX | N | 9 | 0
 54   | HC 115137         | LUIZ FUX | N | 9 | 0
 55   | HC 109308         | LUIZ FUX | N | 9 | 0
 56   | HC 101248         | LUIZ FUX | N | 9 | 0
 57   | MS 28469          | LUIZ FUX | N | 9 | 0
 58   | HC 115530         | LUIZ FUX | N | 9 | 0
 59   | HC 110404         | LUIZ FUX | N | 9 | 0
 60   | HC 108314         | LUIZ FUX | N | 8 | 2
 61   | HC 113186         | LUIZ FUX | N | 8 | 2
 62   | ADI 4967          | LUIZ FUX | N | 8 | 2
 63   | HC 103460         | LUIZ FUX | N | 8 | 2
 64   | RHC 109978        | LUIZ FUX | N | 8 | 2
 65   | MS 31642          | LUIZ FUX | N | 8 | 2
 66   | HC 108374         | LUIZ FUX | N | 8 | 2
 67   | HC 117155         | LUIZ FUX | N | 8 | 2
 68   | RHC 119607        | LUIZ FUX | N | 8 | 2
 69   | HC 109723         | LUIZ FUX | N | 8 | 2
 70   | RHC 116038        | LUIZ FUX | N | 8 | 2
 71   | RHC 112875        | LUIZ FUX | N | 8 | 2
 72   | HC 108056         | LUIZ FUX | N | 8 | 2
 73   | HC 115098         | LUIZ FUX | N | 8 | 2
 74   | HC 108426         | LUIZ FUX | N | 8 | 2
 75   | HC 114650         | LUIZ FUX | N | 8 | 2
 76   | HC 115698         | LUIZ FUX | N | 8 | 1
 77   | HC 111119         | LUIZ FUX | N | 8 | 1
 78   | HC 117855         | LUIZ FUX | N | 8 | 1
 79   | HC 113717         | LUIZ FUX | N | 8 | 1
 80   | RE 561836         | LUIZ FUX | N | 8 | 1
 81   | RHC 119122        | LUIZ FUX | N | 8 | 1
 82   | HC 107712         | LUIZ FUX | N | 8 | 1
 83   | RHC 107585        | LUIZ FUX | N | 8 | 0
 84   | HC 102491         | LUIZ FUX | N | 8 | 0
 85   | ACO 347           | LUIZ FUX | S | 8 | 0
 86   | ADI 4627          | LUIZ FUX | S | 8 | 0
 87   | HC 100800         | LUIZ FUX | N | 8 | 0
 88   | HC 120582         | LUIZ FUX | N | 8 | 0
 89   | HC 112151         | LUIZ FUX | N | 8 | 0
 90   | HC 109538         | LUIZ FUX | N | 8 | 0
 91   | HC 104346         | LUIZ FUX | N | 8 | 0
 92   | HC 103172         | LUIZ FUX | N | 7 | 3
 93   | ADI 4029          | LUIZ FUX | N | 7 | 3
 94   | RHC 110056        | LUIZ FUX | N | 7 | 3
 95   | HC 104767         | LUIZ FUX | N | 7 | 3
 96   | HC 113162         | LUIZ FUX | N | 7 | 3
 97   | INQ 3128          | LUIZ FUX | N | 7 | 3
 98   | HC 114745         | LUIZ FUX | N | 7 | 2
 99   | HC 111749         | LUIZ FUX | N | 7 | 2
 100   | RHC 104144        | LUIZ FUX | N | 7 | 2
 101   | RCL 12727         | LUIZ FUX | N | 7 | 1
 102   | HC 121991         | LUIZ FUX | N | 7 | 1
 103   | RHC 118456        | LUIZ FUX | N | 7 | 1
 104   | HC 108183         | LUIZ FUX | N | 7 | 1
 105   | RHC 117826        | LUIZ FUX | N | 7 | 1
 106   | HC 110243         | LUIZ FUX | N | 7 | 1
 107   | ADI 4060          | LUIZ FUX | N | 7 | 1
 108   | HC 110133         | LUIZ FUX | N | 6 | 3
 109   | HC 108553         | LUIZ FUX | N | 6 | 3
 110   | ADC 29            | LUIZ FUX | N | 6 | 3
 111   | HC 112465         | LUIZ FUX | N | 6 | 3
 112   | RHC 110432        | LUIZ FUX | N | 6 | 2
 113   | HC 114848         | LUIZ FUX | N | 6 | 1
 114   | MS 28494          | LUIZ FUX | N | 5 | 4
 115   | HC 99854          | LUIZ FUX | N | 5 | 2
 116   | AC 2969           | LUIZ FUX | N | 5 | 1
 117   | AC 2972           | LUIZ FUX | S | 5 | 0
 118   | AGR AI 705559     | LUIZ FUX | N | 4 | 0
 119   | ED MS 30582       | LUIZ FUX | S | 4 | 0
 120   | AGR ARE 889808    | LUIZ FUX | S | 3 | 0
 121   | RHC 117699        | LUIZ FUX | N | 2 | 2
 122   | AGR EXT 1414      | LUIZ FUX | N | 2 | 1
 123   | RHC 117692        | LUIZ FUX | S | 2 | 0
 124   | AGR ARE 843663    | LUIZ FUX | N | 2 | 0
 125   | ED AGR ARE 922663 | LUIZ FUX | S | 2 | 0

stf_pr_2_acordaos_90_rel_7
Number of decisions which appear on simulations: 126
Number of items whose frequency is higher than 1: 125
Number of decisions which could be in all iterations: 68
decisões que aparecem pelo menos 10 vezes | 23
decisões que aparecem pelo menos 9 vezes | 59
decisões que aparecem pelo menos 8 vezes | 91
137

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | HC 83806  | JOAQUIM BARBOSA | N | 10 | 0
 2   | HC 85868  | JOAQUIM BARBOSA | N | 10 | 0
 3   | ADI 1199  | JOAQUIM BARBOSA | N | 10 | 0
 4   | RE 202987 | JOAQUIM BARBOSA | N | 10 | 0
 5   | HC 84087  | JOAQUIM BARBOSA | N | 10 | 0
 6   | ADI 173   | JOAQUIM BARBOSA | N | 10 | 0
 7   | HC 84388  | JOAQUIM BARBOSA | N | 10 | 0
 8   | ADI 4167  | JOAQUIM BARBOSA | N | 10 | 0
 9   | ACO 730   | JOAQUIM BARBOSA | N | 10 | 0
 10   | ADI 1976  | JOAQUIM BARBOSA | N | 10 | 0
 11   | RE 405579 | JOAQUIM BARBOSA | N | 10 | 0
 12   | HC 92279  | JOAQUIM BARBOSA | N | 10 | 0
 13   | HC 84102  | JOAQUIM BARBOSA | N | 10 | 0
 14   | INQ 2245  | JOAQUIM BARBOSA | N | 10 | 0
 15   | RHC 85575 | JOAQUIM BARBOSA | N | 10 | 0
 16   | RHC 87303 | JOAQUIM BARBOSA | N | 10 | 0
 17   | RMS 24736 | JOAQUIM BARBOSA | N | 10 | 0
 18   | MS 27165  | JOAQUIM BARBOSA | S | 10 | 0
 19   | HC 90866  | JOAQUIM BARBOSA | N | 10 | 0
 20   | INQ 2280  | JOAQUIM BARBOSA | N | 10 | 0
 21   | HC 84301  | JOAQUIM BARBOSA | N | 10 | 0
 22   | HC 92719  | JOAQUIM BARBOSA | N | 10 | 0
 23   | HC 100240 | JOAQUIM BARBOSA | N | 10 | 0
 24   | HC 83458  | JOAQUIM BARBOSA | N | 9 | 1
 25   | HC 83592  | JOAQUIM BARBOSA | N | 9 | 1
 26   | RHC 93256 | JOAQUIM BARBOSA | N | 9 | 1
 27   | RE 514531 | JOAQUIM BARBOSA | N | 9 | 1
 28   | HC 84409  | JOAQUIM BARBOSA | N | 9 | 1
 29   | ADI 2556  | JOAQUIM BARBOSA | N | 9 | 1
 30   | HC 83736  | JOAQUIM BARBOSA | N | 9 | 1
 31   | RE 580264 | JOAQUIM BARBOSA | N | 9 | 1
 32   | HC 89528  | JOAQUIM BARBOSA | N | 9 | 1
 33   | HC 84238  | JOAQUIM BARBOSA | N | 9 | 1
 34   | HC 92451  | JOAQUIM BARBOSA | N | 9 | 1
 35   | HC 93971  | JOAQUIM BARBOSA | N | 9 | 1
 36   | HC 83520  | JOAQUIM BARBOSA | N | 9 | 1
 37   | HC 96307  | JOAQUIM BARBOSA | N | 9 | 1
 38   | HC 83526  | JOAQUIM BARBOSA | N | 9 | 1
 39   | ADI 2602  | JOAQUIM BARBOSA | N | 9 | 1
 40   | HC 88362  | JOAQUIM BARBOSA | N | 9 | 1
 41   | HC 86346  | JOAQUIM BARBOSA | N | 9 | 1
 42   | HC 96593  | JOAQUIM BARBOSA | N | 9 | 1
 43   | HC 84821  | JOAQUIM BARBOSA | N | 9 | 1
 44   | AP 470    | JOAQUIM BARBOSA | N | 9 | 1
 45   | HC 94448  | JOAQUIM BARBOSA | N | 9 | 1
 46   | HC 88261  | JOAQUIM BARBOSA | N | 9 | 0
 47   | INQ 2027  | JOAQUIM BARBOSA | N | 9 | 0
 48   | HC 90085  | JOAQUIM BARBOSA | N | 9 | 0
 49   | INQ 2134  | JOAQUIM BARBOSA | N | 9 | 0
 50   | ADI 2568  | JOAQUIM BARBOSA | S | 9 | 0
 51   | RE 611586 | JOAQUIM BARBOSA | N | 9 | 0
 52   | ADI 3389  | JOAQUIM BARBOSA | N | 9 | 0
 53   | RHC 85112 | JOAQUIM BARBOSA | N | 9 | 0
 54   | HC 94282  | JOAQUIM BARBOSA | N | 9 | 0
 55   | HC 90889  | JOAQUIM BARBOSA | N | 9 | 0
 56   | HC 94958  | JOAQUIM BARBOSA | N | 9 | 0
 57   | HC 96337  | JOAQUIM BARBOSA | N | 9 | 0
 58   | HC 89364  | JOAQUIM BARBOSA | N | 9 | 0
 59   | RE 398041 | JOAQUIM BARBOSA | N | 9 | 0
 60   | HC 83936  | JOAQUIM BARBOSA | N | 9 | 0
 61   | ADI 3410  | JOAQUIM BARBOSA | N | 9 | 0
 62   | HC 83761  | JOAQUIM BARBOSA | N | 9 | 0
 63   | ADI 3999  | JOAQUIM BARBOSA | N | 9 | 0
 64   | RE 482090 | JOAQUIM BARBOSA | N | 8 | 2
 65   | HC 85049  | JOAQUIM BARBOSA | N | 8 | 2
 66   | HC 84104  | JOAQUIM BARBOSA | N | 8 | 2
 67   | HC 83961  | JOAQUIM BARBOSA | N | 8 | 2
 68   | ADI 1922  | JOAQUIM BARBOSA | N | 8 | 2
 69   | EXT 1007  | JOAQUIM BARBOSA | N | 8 | 2
 70   | HC 99440  | JOAQUIM BARBOSA | N | 8 | 2
 71   | ADI 1623  | JOAQUIM BARBOSA | N | 8 | 1
 72   | HC 94692  | JOAQUIM BARBOSA | N | 8 | 1
 73   | HC 86465  | JOAQUIM BARBOSA | N | 8 | 1
 74   | HC 92438  | JOAQUIM BARBOSA | N | 8 | 1
 75   | HC 83508  | JOAQUIM BARBOSA | N | 8 | 1
 76   | RE 405457 | JOAQUIM BARBOSA | N | 8 | 1
 77   | MS 25142  | JOAQUIM BARBOSA | N | 8 | 1
 78   | HC 83847  | JOAQUIM BARBOSA | N | 8 | 1
 79   | HC 86970  | JOAQUIM BARBOSA | N | 8 | 1
 80   | EXT 1076  | JOAQUIM BARBOSA | N | 8 | 1
 81   | HC 85173  | JOAQUIM BARBOSA | N | 8 | 1
 82   | HC 90427  | JOAQUIM BARBOSA | N | 8 | 1
 83   | HC 83348  | JOAQUIM BARBOSA | N | 8 | 1
 84   | ADI 1423  | JOAQUIM BARBOSA | N | 8 | 0
 85   | HC 93946  | JOAQUIM BARBOSA | N | 8 | 0
 86   | HC 86814  | JOAQUIM BARBOSA | N | 8 | 0
 87   | HC 91587  | JOAQUIM BARBOSA | N | 8 | 0
 88   | HC 84469  | JOAQUIM BARBOSA | N | 8 | 0
 89   | HC 86079  | JOAQUIM BARBOSA | N | 7 | 3
 90   | ADI 124   | JOAQUIM BARBOSA | N | 7 | 3
 91   | HC 84493  | JOAQUIM BARBOSA | N | 7 | 2
 92   | HC 84639  | JOAQUIM BARBOSA | N | 7 | 2
 93   | HC 98681  | JOAQUIM BARBOSA | N | 7 | 2
 94   | HC 86963  | JOAQUIM BARBOSA | N | 7 | 2
 95   | ADI 3022  | JOAQUIM BARBOSA | N | 7 | 1
 96   | RHC 86680 | JOAQUIM BARBOSA | N | 7 | 1
 97   | HC 89966  | JOAQUIM BARBOSA | N | 7 | 1
 98   | HC 94577  | JOAQUIM BARBOSA | N | 7 | 1
 99   | HC 95604  | JOAQUIM BARBOSA | N | 7 | 1
 100   | ADI 13    | JOAQUIM BARBOSA | N | 7 | 1
 101   | HC 92008  | JOAQUIM BARBOSA | N | 7 | 1
 102   | ADI 3323  | JOAQUIM BARBOSA | N | 7 | 1
 103   | RMS 25105 | JOAQUIM BARBOSA | N | 7 | 0
 104   | HC 84658  | JOAQUIM BARBOSA | N | 7 | 0
 105   | RCL 2848  | JOAQUIM BARBOSA | N | 7 | 0
 106   | RHC 85286 | JOAQUIM BARBOSA | N | 7 | 0
 107   | HC 96818  | JOAQUIM BARBOSA | N | 7 | 0
 108   | RHC 83810 | JOAQUIM BARBOSA | N | 6 | 3
 109   | HC 84715  | JOAQUIM BARBOSA | N | 6 | 2
 110   | HC 90217  | JOAQUIM BARBOSA | N | 6 | 1
 111   | RHC 85737 | JOAQUIM BARBOSA | N | 6 | 1
 112   | RE 233843 | JOAQUIM BARBOSA | N | 6 | 1
 113   | ADI 951   | JOAQUIM BARBOSA | N | 6 | 1
 114   | HC 92020  | JOAQUIM BARBOSA | N | 6 | 0
 115   | HC 86042  | JOAQUIM BARBOSA | N | 6 | 0
 116   | HC 89748  | JOAQUIM BARBOSA | N | 5 | 3
 117   | HC 85999  | JOAQUIM BARBOSA | N | 5 | 2
 118   | HC 98949  | JOAQUIM BARBOSA | N | 3 | 1
 119   | HC 88274  | JOAQUIM BARBOSA | N | 3 | 0
 120   | HC 83883  | JOAQUIM BARBOSA | N | 2 | 1
 121   | HC 84095  | JOAQUIM BARBOSA | N | 2 | 0
 122   | HC 92880  | JOAQUIM BARBOSA | N | 2 | 0

stf_pr_1_acordaos_90_rel_8
Number of decisions which appear on simulations: 129
Number of items whose frequency is higher than 1: 122
Number of decisions which could be in all iterations: 54
decisões que aparecem pelo menos 10 vezes | 23
decisões que aparecem pelo menos 9 vezes | 63
decisões que aparecem pelo menos 8 vezes | 88
134

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | HC 83458  | JOAQUIM BARBOSA | N | 10 | 0
 2   | HC 83592  | JOAQUIM BARBOSA | N | 10 | 0
 3   | HC 83806  | JOAQUIM BARBOSA | N | 10 | 0
 4   | ADI 1623  | JOAQUIM BARBOSA | N | 10 | 0
 5   | HC 94692  | JOAQUIM BARBOSA | N | 10 | 0
 6   | HC 85868  | JOAQUIM BARBOSA | N | 10 | 0
 7   | RHC 93256 | JOAQUIM BARBOSA | N | 10 | 0
 8   | RE 202987 | JOAQUIM BARBOSA | N | 10 | 0
 9   | HC 84087  | JOAQUIM BARBOSA | N | 10 | 0
 10   | ADI 2556  | JOAQUIM BARBOSA | N | 10 | 0
 11   | ADI 2568  | JOAQUIM BARBOSA | S | 10 | 0
 12   | HC 84388  | JOAQUIM BARBOSA | N | 10 | 0
 13   | RE 580264 | JOAQUIM BARBOSA | N | 10 | 0
 14   | HC 89528  | JOAQUIM BARBOSA | N | 10 | 0
 15   | HC 92279  | JOAQUIM BARBOSA | N | 10 | 0
 16   | RE 405457 | JOAQUIM BARBOSA | N | 10 | 0
 17   | HC 83520  | JOAQUIM BARBOSA | N | 10 | 0
 18   | ADI 2602  | JOAQUIM BARBOSA | N | 10 | 0
 19   | ADI 1922  | JOAQUIM BARBOSA | N | 10 | 0
 20   | ADI 13    | JOAQUIM BARBOSA | N | 10 | 0
 21   | RHC 85737 | JOAQUIM BARBOSA | N | 10 | 0
 22   | ADI 124   | JOAQUIM BARBOSA | N | 10 | 0
 23   | HC 96593  | JOAQUIM BARBOSA | N | 10 | 0
 24   | HC 92719  | JOAQUIM BARBOSA | N | 10 | 0
 25   | HC 86079  | JOAQUIM BARBOSA | N | 9 | 1
 26   | ADI 173   | JOAQUIM BARBOSA | N | 9 | 1
 27   | ADI 4167  | JOAQUIM BARBOSA | N | 9 | 1
 28   | ACO 730   | JOAQUIM BARBOSA | N | 9 | 1
 29   | RE 482090 | JOAQUIM BARBOSA | N | 9 | 1
 30   | HC 85049  | JOAQUIM BARBOSA | N | 9 | 1
 31   | HC 84238  | JOAQUIM BARBOSA | N | 9 | 1
 32   | HC 83508  | JOAQUIM BARBOSA | N | 9 | 1
 33   | HC 84104  | JOAQUIM BARBOSA | N | 9 | 1
 34   | HC 84102  | JOAQUIM BARBOSA | N | 9 | 1
 35   | HC 83847  | JOAQUIM BARBOSA | N | 9 | 1
 36   | HC 94282  | JOAQUIM BARBOSA | N | 9 | 1
 37   | RE 398041 | JOAQUIM BARBOSA | N | 9 | 1
 38   | HC 92008  | JOAQUIM BARBOSA | N | 9 | 1
 39   | HC 86346  | JOAQUIM BARBOSA | N | 9 | 1
 40   | HC 90866  | JOAQUIM BARBOSA | N | 9 | 1
 41   | INQ 2280  | JOAQUIM BARBOSA | N | 9 | 1
 42   | HC 84301  | JOAQUIM BARBOSA | N | 9 | 1
 43   | HC 99440  | JOAQUIM BARBOSA | N | 9 | 1
 44   | HC 90085  | JOAQUIM BARBOSA | N | 9 | 0
 45   | ADI 1199  | JOAQUIM BARBOSA | N | 9 | 0
 46   | HC 84409  | JOAQUIM BARBOSA | N | 9 | 0
 47   | RHC 86680 | JOAQUIM BARBOSA | N | 9 | 0
 48   | HC 89966  | JOAQUIM BARBOSA | N | 9 | 0
 49   | HC 98681  | JOAQUIM BARBOSA | N | 9 | 0
 50   | HC 86963  | JOAQUIM BARBOSA | N | 9 | 0
 51   | HC 84715  | JOAQUIM BARBOSA | N | 9 | 0
 52   | RHC 85575 | JOAQUIM BARBOSA | N | 9 | 0
 53   | HC 93971  | JOAQUIM BARBOSA | N | 9 | 0
 54   | HC 86970  | JOAQUIM BARBOSA | N | 9 | 0
 55   | HC 96818  | JOAQUIM BARBOSA | N | 9 | 0
 56   | HC 90427  | JOAQUIM BARBOSA | N | 9 | 0
 57   | HC 91587  | JOAQUIM BARBOSA | N | 9 | 0
 58   | RHC 83810 | JOAQUIM BARBOSA | N | 9 | 0
 59   | ADI 3410  | JOAQUIM BARBOSA | N | 9 | 0
 60   | HC 83761  | JOAQUIM BARBOSA | N | 9 | 0
 61   | HC 84469  | JOAQUIM BARBOSA | N | 9 | 0
 62   | INQ 2134  | JOAQUIM BARBOSA | N | 8 | 2
 63   | HC 83736  | JOAQUIM BARBOSA | N | 8 | 2
 64   | ADI 1976  | JOAQUIM BARBOSA | N | 8 | 2
 65   | HC 84658  | JOAQUIM BARBOSA | N | 8 | 2
 66   | INQ 2245  | JOAQUIM BARBOSA | N | 8 | 2
 67   | HC 85173  | JOAQUIM BARBOSA | N | 8 | 2
 68   | HC 88362  | JOAQUIM BARBOSA | N | 8 | 2
 69   | HC 83348  | JOAQUIM BARBOSA | N | 8 | 2
 70   | AP 470    | JOAQUIM BARBOSA | N | 8 | 2
 71   | HC 100240 | JOAQUIM BARBOSA | N | 8 | 2
 72   | ADI 3022  | JOAQUIM BARBOSA | N | 8 | 1
 73   | RE 405579 | JOAQUIM BARBOSA | N | 8 | 1
 74   | HC 83961  | JOAQUIM BARBOSA | N | 8 | 1
 75   | RHC 85286 | JOAQUIM BARBOSA | N | 8 | 1
 76   | HC 96307  | JOAQUIM BARBOSA | N | 8 | 1
 77   | HC 83526  | JOAQUIM BARBOSA | N | 8 | 1
 78   | RMS 24736 | JOAQUIM BARBOSA | N | 8 | 1
 79   | HC 86814  | JOAQUIM BARBOSA | N | 8 | 1
 80   | HC 83936  | JOAQUIM BARBOSA | N | 8 | 1
 81   | HC 88261  | JOAQUIM BARBOSA | N | 8 | 0
 82   | RE 611586 | JOAQUIM BARBOSA | N | 8 | 0
 83   | ADI 3389  | JOAQUIM BARBOSA | N | 8 | 0
 84   | HC 90889  | JOAQUIM BARBOSA | N | 8 | 0
 85   | HC 89364  | JOAQUIM BARBOSA | N | 8 | 0
 86   | MS 27165  | JOAQUIM BARBOSA | S | 8 | 0
 87   | RE 233843 | JOAQUIM BARBOSA | N | 8 | 0
 88   | RE 514531 | JOAQUIM BARBOSA | N | 7 | 3
 89   | HC 92438  | JOAQUIM BARBOSA | N | 7 | 3
 90   | ADI 3999  | JOAQUIM BARBOSA | N | 7 | 3
 91   | HC 84639  | JOAQUIM BARBOSA | N | 7 | 2
 92   | RHC 87303 | JOAQUIM BARBOSA | N | 7 | 2
 93   | EXT 1007  | JOAQUIM BARBOSA | N | 7 | 2
 94   | HC 86465  | JOAQUIM BARBOSA | N | 7 | 1
 95   | HC 94577  | JOAQUIM BARBOSA | N | 7 | 1
 96   | MS 25142  | JOAQUIM BARBOSA | N | 7 | 1
 97   | HC 92451  | JOAQUIM BARBOSA | N | 7 | 1
 98   | RHC 85112 | JOAQUIM BARBOSA | N | 7 | 1
 99   | HC 94958  | JOAQUIM BARBOSA | N | 7 | 1
 100   | HC 96337  | JOAQUIM BARBOSA | N | 7 | 1
 101   | ADI 3323  | JOAQUIM BARBOSA | N | 7 | 1
 102   | HC 94448  | JOAQUIM BARBOSA | N | 7 | 1
 103   | HC 89748  | JOAQUIM BARBOSA | N | 7 | 0
 104   | HC 93946  | JOAQUIM BARBOSA | N | 7 | 0
 105   | HC 84821  | JOAQUIM BARBOSA | N | 7 | 0
 106   | INQ 2027  | JOAQUIM BARBOSA | N | 6 | 2
 107   | ADI 1423  | JOAQUIM BARBOSA | N | 6 | 2
 108   | HC 84493  | JOAQUIM BARBOSA | N | 6 | 1
 109   | HC 85999  | JOAQUIM BARBOSA | N | 6 | 1
 110   | EXT 1076  | JOAQUIM BARBOSA | N | 6 | 0
 111   | HC 86042  | JOAQUIM BARBOSA | N | 5 | 3
 112   | HC 90217  | JOAQUIM BARBOSA | N | 5 | 3
 113   | RMS 25105 | JOAQUIM BARBOSA | N | 5 | 2
 114   | HC 95604  | JOAQUIM BARBOSA | N | 5 | 1
 115   | RCL 2848  | JOAQUIM BARBOSA | N | 5 | 0
 116   | ADI 951   | JOAQUIM BARBOSA | N | 5 | 0
 117   | HC 92020  | JOAQUIM BARBOSA | N | 4 | 1
 118   | HC 88274  | JOAQUIM BARBOSA | N | 4 | 1
 119   | HC 83883  | JOAQUIM BARBOSA | N | 4 | 0
 120   | AP 333    | JOAQUIM BARBOSA | N | 3 | 0
 121   | HC 92880  | JOAQUIM BARBOSA | N | 2 | 3
 122   | HC 84095  | JOAQUIM BARBOSA | N | 2 | 2
 123   | HC 87563  | JOAQUIM BARBOSA | N | 2 | 2
 124   | RE 439796 | JOAQUIM BARBOSA | N | 2 | 0
 125   | AO 1046   | JOAQUIM BARBOSA | N | 2 | 0
 126   | HC 98802  | JOAQUIM BARBOSA | N | 2 | 0

stf_pr_2_acordaos_90_rel_8
Number of decisions which appear on simulations: 132
Number of items whose frequency is higher than 1: 126
Number of decisions which could be in all iterations: 56
decisões que aparecem pelo menos 10 vezes | 24
decisões que aparecem pelo menos 9 vezes | 61
decisões que aparecem pelo menos 8 vezes | 87
138

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | RHC 85658             | CEZAR PELUSO | N | 10 | 0
 2   | HC 87926              | CEZAR PELUSO | N | 10 | 0
 3   | HC 93315              | CEZAR PELUSO | N | 10 | 0
 4   | HC 95766              | CEZAR PELUSO | N | 10 | 0
 5   | HC 87041              | CEZAR PELUSO | N | 10 | 0
 6   | ACO 1058              | CEZAR PELUSO | N | 10 | 0
 7   | HC 92680              | CEZAR PELUSO | N | 10 | 0
 8   | HC 87107              | CEZAR PELUSO | N | 10 | 0
 9   | HC 91161              | CEZAR PELUSO | N | 10 | 0
 10   | HC 82848              | CEZAR PELUSO | N | 10 | 0
 11   | HC 89815              | CEZAR PELUSO | N | 10 | 0
 12   | HC 85185              | CEZAR PELUSO | N | 10 | 0
 13   | HC 96976              | CEZAR PELUSO | N | 10 | 0
 14   | RE 466343             | CEZAR PELUSO | N | 10 | 0
 15   | HC 87717              | CEZAR PELUSO | N | 10 | 0
 16   | HC 86371              | CEZAR PELUSO | N | 10 | 0
 17   | HC 90684              | CEZAR PELUSO | N | 10 | 0
 18   | HC 84931              | CEZAR PELUSO | N | 10 | 0
 19   | HC 95069              | CEZAR PELUSO | N | 10 | 0
 20   | RE 520942             | CEZAR PELUSO | S | 10 | 0
 21   | ACO 853               | CEZAR PELUSO | N | 10 | 0
 22   | INQ 2555              | CEZAR PELUSO | N | 10 | 0
 23   | HC 85601              | CEZAR PELUSO | N | 10 | 0
 24   | HC 89649              | CEZAR PELUSO | S | 10 | 0
 25   | RHC 87198             | CEZAR PELUSO | N | 9 | 1
 26   | RE 454737             | CEZAR PELUSO | N | 9 | 1
 27   | HC 92994              | CEZAR PELUSO | N | 9 | 1
 28   | HC 88393              | CEZAR PELUSO | N | 9 | 1
 29   | EXT 921               | CEZAR PELUSO | N | 9 | 1
 30   | HC 87343              | CEZAR PELUSO | N | 9 | 1
 31   | HC 88978              | CEZAR PELUSO | N | 9 | 1
 32   | HC 91228              | CEZAR PELUSO | N | 9 | 1
 33   | HC 92110              | CEZAR PELUSO | N | 9 | 1
 34   | HC 85425              | CEZAR PELUSO | N | 9 | 1
 35   | HC 87468              | CEZAR PELUSO | N | 9 | 1
 36   | HC 91516              | CEZAR PELUSO | N | 9 | 1
 37   | INQ 2462              | CEZAR PELUSO | N | 9 | 1
 38   | RE 407688             | CEZAR PELUSO | N | 9 | 1
