
Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 14   | RE 396266 | CARLOS VELLOSO      | N | 8 | 2
 15   | RE 376846 | CARLOS VELLOSO      | N | 8 | 2
 16   | ADI 1918  | MAURÍCIO CORRÊA     | N | 8 | 1
 17   | HC 82959  | MARCO AURÉLIO       | N | 8 | 1
 18   | ADI 1623  | JOAQUIM BARBOSA     | N | 8 | 1
 19   | MS 23061  | SEPÚLVEDA PERTENCE  | S | 8 | 0
 20   | RE 318644 | ILMAR GALVÃO        | S | 8 | 0
 21   | MS 24847  | CELSO DE MELLO      | S | 8 | 0
 22   | MS 24845  | CELSO DE MELLO      | S | 8 | 0
 23   | MS 24848  | CELSO DE MELLO      | S | 8 | 0
 24   | MI 529    | CARLOS VELLOSO      | S | 8 | 0
 25   | MS 24784  | CARLOS VELLOSO      | N | 8 | 0
 26   | ADI 508   | SYDNEY SANCHES      | N | 7 | 3
 27   | ADI 990   | SYDNEY SANCHES      | N | 7 | 3
 28   | MS 30822  | RICARDO LEWANDOWSKI | N | 7 | 3
 29   | RE 258980 | ILMAR GALVÃO        | N | 7 | 3
 30   | RE 415454 | GILMAR MENDES       | N | 7 | 3
 31   | ADI 1141  | ELLEN GRACIE        | N | 7 | 3
 32   | ADI 678   | CARLOS VELLOSO      | N | 7 | 3
 33   | ADC 4     | SYDNEY SANCHES      | N | 7 | 2
 34   | RE 420816 | CARLOS VELLOSO      | N | 7 | 2
 35   | RE 567454 | CARLOS BRITTO       | N | 7 | 2
 36   | ADI 347   | JOAQUIM BARBOSA     | N | 7 | 1
 37   | RE 290079 | ILMAR GALVÃO        | N | 7 | 1
 38   | ADI 1901  | ILMAR GALVÃO        | N | 7 | 1
 39   | MS 24849  | CELSO DE MELLO      | N | 7 | 1
 40   | ADI 699   | SYDNEY SANCHES      | S | 7 | 0
 41   | IF 2953   | MARCO AURÉLIO       | S | 7 | 0
 42   | RE 416827 | GILMAR MENDES       | S | 7 | 0
 43   | ADI 743   | ELLEN GRACIE        | N | 7 | 0
 44   | HC 81260  | SEPÚLVEDA PERTENCE  | N | 6 | 4
 45   | HC 81162  | MOREIRA ALVES       | N | 6 | 4
 46   | MI 721    | MARCO AURÉLIO       | N | 6 | 4
 47   | RE 272872 | ILMAR GALVÃO        | N | 6 | 4
 48   | RE 571572 | GILMAR MENDES       | N | 6 | 4
 49   | ADI 2682  | GILMAR MENDES       | N | 6 | 4
 50   | ADI 2158  | DIAS TOFFOLI        | N | 6 | 4
 51   | ADI 1893  | CARLOS VELLOSO      | N | 6 | 4
 52   | ADI 2448  | SYDNEY SANCHES      | N | 6 | 3
 53   | RE 298695 | SEPÚLVEDA PERTENCE  | N | 6 | 3
 54   | RE 484770 | SEPÚLVEDA PERTENCE  | N | 6 | 3
 55   | RE 558258 | RICARDO LEWANDOWSKI | N | 6 | 3
 56   | ADI 2874  | MARCO AURÉLIO       | N | 6 | 3
 57   | HC 109956 | MARCO AURÉLIO       | N | 6 | 3
 58   | ADI 1991  | EROS GRAU           | N | 6 | 3
 59   | ADI 3305  | EROS GRAU           | N | 6 | 3
 60   | ADI 2031  | ELLEN GRACIE        | N | 6 | 3
 61   | ADI 2655  | ELLEN GRACIE        | N | 6 | 3
 62   | ADI 2732  | DIAS TOFFOLI        | N | 6 | 3
 63   | RE 563965 | CÁRMEN LÚCIA        | N | 6 | 3
 64   | HC 85185  | CEZAR PELUSO        | N | 6 | 3
 65   | ADI 1921  | CARLOS VELLOSO      | N | 6 | 3
 66   | RE 418416 | SEPÚLVEDA PERTENCE  | N | 6 | 2
 67   | HC 83168  | SEPÚLVEDA PERTENCE  | N | 6 | 2
 68   | ADI 1903  | RICARDO LEWANDOWSKI | N | 6 | 2
 69   | ADI 1691  | MOREIRA ALVES       | N | 6 | 2
 70   | ADI 1399  | MAURÍCIO CORRÊA     | N | 6 | 2
 71   | ADI 2050  | MAURÍCIO CORRÊA     | N | 6 | 2
 72   | RE 458110 | MARCO AURÉLIO       | N | 6 | 2
 73   | RE 141190 | ILMAR GALVÃO        | N | 6 | 2
 74   | ADI 2078  | GILMAR MENDES       | N | 6 | 2
 75   | ADI 1628  | EROS GRAU           | N | 6 | 2
 76   | ADI 1007  | EROS GRAU           | N | 6 | 2
 77   | RCL 7569  | ELLEN GRACIE        | N | 6 | 2
 78   | ADI 1980  | CEZAR PELUSO        | N | 6 | 2
 79   | RE 423768 | MARCO AURÉLIO       | N | 6 | 1
 80   | MS 24958  | MARCO AURÉLIO       | N | 6 | 1
 81   | ADI 3533  | EROS GRAU           | N | 6 | 1
 82   | HC 81261  | SEPÚLVEDA PERTENCE  | S | 6 | 0
 83   | ADI 1595  | EROS GRAU           | S | 6 | 0
 84   | HC 81611  | SEPÚLVEDA PERTENCE  | N | 5 | 5
 85   | ADI 2602  | JOAQUIM BARBOSA     | N | 5 | 5
 86   | RE 377457 | GILMAR MENDES       | N | 5 | 5
 87   | RCL 5758  | CÁRMEN LÚCIA        | N | 5 | 5
 88   | RE 237718 | SEPÚLVEDA PERTENCE  | N | 5 | 4
 89   | RE 576189 | RICARDO LEWANDOWSKI | N | 5 | 4
 90   | HC 80721  | NÉRI DA SILVEIRA    | N | 5 | 4
 91   | RE 206048 | MARCO AURÉLIO       | N | 5 | 4
 92   | HC 81939  | SEPÚLVEDA PERTENCE  | N | 5 | 3
 93   | EXT 803   | NELSON JOBIM        | N | 5 | 3
 94   | RE 313382 | MAURÍCIO CORRÊA     | N | 5 | 3
 95   | ADI 1976  | JOAQUIM BARBOSA     | N | 5 | 3
 96   | ADI 1879  | JOAQUIM BARBOSA     | N | 5 | 3
 97   | RE 255858 | ILMAR GALVÃO        | N | 5 | 3
 98   | ADI 1646  | GILMAR MENDES       | N | 5 | 3
 99   | ADI 3826  | EROS GRAU           | N | 5 | 3
 100   | ADI 559   | EROS GRAU           | N | 5 | 3
 101   | ADI 554   | EROS GRAU           | N | 5 | 3
 102   | MS 24268  | ELLEN GRACIE        | N | 5 | 3
 103   | RE 418918 | ELLEN GRACIE        | N | 5 | 3
 104   | ADI 1949  | DIAS TOFFOLI        | N | 5 | 3
 105   | ADI 2690  | GILMAR MENDES       | N | 5 | 2
 106   | ADI 703   | ELLEN GRACIE        | N | 5 | 2
 107   | HC 80837  | CELSO DE MELLO      | N | 5 | 2
 108   | ADI 2024  | SEPÚLVEDA PERTENCE  | N | 5 | 1
 109   | RE 298616 | GILMAR MENDES       | N | 5 | 1
 110   | RE 536754 | RICARDO LEWANDOWSKI | S | 5 | 0
 111   | RE 511222 | RICARDO LEWANDOWSKI | S | 5 | 0
 112   | RE 542594 | RICARDO LEWANDOWSKI | S | 5 | 0
 113   | RE 543163 | RICARDO LEWANDOWSKI | S | 5 | 0
 114   | RE 542646 | RICARDO LEWANDOWSKI | S | 5 | 0
 115   | RE 526512 | RICARDO LEWANDOWSKI | S | 5 | 0
 116   | RE 542422 | RICARDO LEWANDOWSKI | S | 5 | 0
 117   | RE 510735 | RICARDO LEWANDOWSKI | S | 5 | 0
 118   | ADI 2055  | MOREIRA ALVES       | S | 5 | 0
 119   | ADI 305   | MAURÍCIO CORRÊA     | N | 4 | 4
 120   | RE 410778 | GILMAR MENDES       | N | 4 | 4
 121   | ADC 16    | CEZAR PELUSO        | N | 4 | 4
 122   | RE 419075 | MARCO AURÉLIO       | N | 4 | 3
 123   | ADI 3322  | GILMAR MENDES       | N | 4 | 3
 124   | ADI 4259  | EDSON FACHIN        | N | 4 | 3
 125   | ADI 1721  | CARLOS BRITTO       | N | 4 | 3
 126   | RE 449420 | SEPÚLVEDA PERTENCE  | N | 4 | 2
 127   | ADI 4180  | GILMAR MENDES       | N | 4 | 2
 128   | ADI 2220  | CÁRMEN LÚCIA        | N | 4 | 2
 129   | CC 7204   | CARLOS BRITTO       | N | 4 | 2
 130   | ADI 132   | SEPÚLVEDA PERTENCE  | N | 4 | 1
 131   | ADI 1679  | GILMAR MENDES       | N | 4 | 1
 132   | ADI 2615  | EROS GRAU           | N | 4 | 1
 133   | RE 347825 | ELLEN GRACIE        | N | 4 | 1
 134   | ADI 1557  | ELLEN GRACIE        | N | 4 | 1
 135   | ADI 2847  | CARLOS VELLOSO      | N | 4 | 1
 136   | ADI 800   | TEORI ZAVASCKI      | N | 4 | 0
 137   | RE 381964 | GILMAR MENDES       | S | 4 | 0
 138   | ADI 3128  | ELLEN GRACIE        | N | 3 | 5
 139   | ADI 544   | CARLOS VELLOSO      | N | 3 | 5
 140   | HC 81231  | NÉRI DA SILVEIRA    | N | 3 | 4
 141   | RHC 81796 | NÉRI DA SILVEIRA    | N | 3 | 4
 142   | ADI 144   | GILMAR MENDES       | N | 3 | 4
 143   | RE 343446 | CARLOS VELLOSO      | N | 3 | 4
 144   | RE 291188 | SEPÚLVEDA PERTENCE  | N | 3 | 3
 145   | MS 24742  | MARCO AURÉLIO       | N | 3 | 3
 146   | RE 305186 | ILMAR GALVÃO        | N | 3 | 3
 147   | ADI 2225  | DIAS TOFFOLI        | N | 3 | 3
 148   | ADI 1359  | CARLOS VELLOSO      | N | 3 | 3
 149   | RE 573232 | RICARDO LEWANDOWSKI | N | 3 | 2
 150   | ADI 3847  | GILMAR MENDES       | N | 3 | 2
 151   | RE 564354 | CÁRMEN LÚCIA        | N | 3 | 2
 152   | ADI 1914  | CEZAR PELUSO        | N | 3 | 2
 153   | RE 303673 | MOREIRA ALVES       | N | 3 | 1
 154   | HC 84998  | MARCO AURÉLIO       | N | 3 | 1
 155   | ADI 1770  | JOAQUIM BARBOSA     | N | 3 | 1
 156   | HC 85601  | CEZAR PELUSO        | N | 3 | 1
 157   | ADI 2556  | JOAQUIM BARBOSA     | N | 3 | 0
 158   | ADI 1922  | JOAQUIM BARBOSA     | N | 2 | 5
 159   | ADI 1281  | MAURÍCIO CORRÊA     | N | 2 | 4
 160   | MI 758    | MARCO AURÉLIO       | N | 2 | 4
 161   | EXT 1079  | MARCO AURÉLIO       | N | 2 | 4
 162   | ADI 2189  | DIAS TOFFOLI        | N | 2 | 4
 163   | ADI 1704  | CARLOS VELLOSO      | N | 2 | 4
 164   | HC 81869  | SYDNEY SANCHES      | N | 2 | 3
 165   | ADI 980   | MENEZES DIREITO     | N | 2 | 3
 166   | ADI 2061  | ILMAR GALVÃO        | N | 2 | 3
 167   | ADI 1642  | EROS GRAU           | N | 2 | 3
 168   | HC 86712  | EROS GRAU           | N | 2 | 3
 169   | ADI 2137  | DIAS TOFFOLI        | N | 2 | 3
 170   | RE 565714 | CÁRMEN LÚCIA        | N | 2 | 3
 171   | RE 210029 | CARLOS VELLOSO      | N | 2 | 3
 172   | ADI 3190  | SEPÚLVEDA PERTENCE  | N | 2 | 2
 173   | ADI 2242  | MOREIRA ALVES       | N | 2 | 2
 174   | ADI 1662  | MAURÍCIO CORRÊA     | N | 2 | 2
 175   | ADI 4369  | MARCO AURÉLIO       | N | 2 | 2
 176   | RE 388359 | MARCO AURÉLIO       | N | 2 | 2
 177   | MS 23550  | MARCO AURÉLIO       | N | 2 | 2
 178   | EXT 974   | MARCO AURÉLIO       | N | 2 | 2
 179   | ADI 2280  | JOAQUIM BARBOSA     | N | 2 | 2
 180   | RE 354897 | CARLOS VELLOSO      | N | 2 | 2
 181   | ADI 2267  | MAURÍCIO CORRÊA     | N | 2 | 1
 182   | ADI 2101  | MAURÍCIO CORRÊA     | N | 2 | 1
 183   | MS 28279  | ELLEN GRACIE        | N | 2 | 1
 184   | HC 90684  | CEZAR PELUSO        | N | 2 | 1
 185   | HC 112324 | ROSA WEBER          | S | 2 | 0
 186   | RE 557097 | RICARDO LEWANDOWSKI | S | 2 | 0
 187   | RE 357950 | MARCO AURÉLIO       | S | 2 | 0
 188   | HC 102826 | CELSO DE MELLO      | S | 2 | 0
 189   | HC 103826 | CELSO DE MELLO      | S | 2 | 0
 190   | HC 83544  | CELSO DE MELLO      | S | 2 | 0

stf_pr_2_acordaos_70
Number of decisions which appear on simulations: 242
Number of items whose frequency is higher than 1: 190
Number of decisions which could be in all iterations: 33
decisões que aparecem pelo menos 10 vezes | 0
decisões que aparecem pelo menos 9 vezes | 5
decisões que aparecem pelo menos 8 vezes | 25
202

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | RMS 27300  | CÁRMEN LÚCIA | N | 10 | 0
 2   | MS 25191   | CÁRMEN LÚCIA | N | 10 | 0
 3   | AO 1522    | CÁRMEN LÚCIA | S | 10 | 0
 4   | MS 25697   | CÁRMEN LÚCIA | N | 10 | 0
 5   | HC 93821   | CÁRMEN LÚCIA | N | 10 | 0
 6   | RHC 113382 | CÁRMEN LÚCIA | N | 10 | 0
 7   | HC 89970   | CÁRMEN LÚCIA | N | 10 | 0
 8   | HC 100380  | CÁRMEN LÚCIA | N | 10 | 0
 9   | HC 95584   | CÁRMEN LÚCIA | N | 10 | 0
 10   | HC 106393  | CÁRMEN LÚCIA | N | 10 | 0
 11   | ADI 3831   | CÁRMEN LÚCIA | N | 10 | 0
 12   | HC 107577  | CÁRMEN LÚCIA | N | 10 | 0
 13   | RCL 5758   | CÁRMEN LÚCIA | N | 10 | 0
 14   | HC 93895   | CÁRMEN LÚCIA | N | 10 | 0
 15   | MI 795     | CÁRMEN LÚCIA | N | 10 | 0
 16   | HC 91767   | CÁRMEN LÚCIA | N | 10 | 0
 17   | MS 25552   | CÁRMEN LÚCIA | N | 10 | 0
 18   | HC 90893   | CÁRMEN LÚCIA | N | 10 | 0
 19   | RCL 6138   | CÁRMEN LÚCIA | N | 10 | 0
 20   | RHC 94806  | CÁRMEN LÚCIA | N | 10 | 0
 21   | RHC 110773 | CÁRMEN LÚCIA | N | 10 | 0
 22   | MI 879     | CÁRMEN LÚCIA | S | 10 | 0
 23   | MS 26163   | CÁRMEN LÚCIA | N | 10 | 0
 24   | HC 91050   | CÁRMEN LÚCIA | N | 10 | 0
 25   | RE 480195  | CÁRMEN LÚCIA | N | 10 | 0
 26   | RHC 87212  | CÁRMEN LÚCIA | N | 10 | 0
 27   | HC 93302   | CÁRMEN LÚCIA | N | 10 | 0
 28   | HC 105775  | CÁRMEN LÚCIA | N | 10 | 0
 29   | HC 91631   | CÁRMEN LÚCIA | N | 9 | 1
 30   | HC 97051   | CÁRMEN LÚCIA | N | 9 | 1
 31   | HC 116767  | CÁRMEN LÚCIA | N | 9 | 1
 32   | HC 107626  | CÁRMEN LÚCIA | N | 9 | 1
 33   | HC 95024   | CÁRMEN LÚCIA | N | 9 | 1
 34   | RE 563965  | CÁRMEN LÚCIA | N | 9 | 1
 35   | HC 97772   | CÁRMEN LÚCIA | N | 9 | 1
 36   | HC 97677   | CÁRMEN LÚCIA | N | 9 | 1
 37   | HC 102312  | CÁRMEN LÚCIA | N | 9 | 1
 38   | HC 97462   | CÁRMEN LÚCIA | N | 9 | 1
 39   | AR 1685    | CÁRMEN LÚCIA | N | 9 | 1
 40   | RHC 98358  | CÁRMEN LÚCIA | N | 9 | 1
 41   | HC 102730  | CÁRMEN LÚCIA | N | 9 | 1
 42   | HC 103525  | CÁRMEN LÚCIA | N | 9 | 1
 43   | HC 109739  | CÁRMEN LÚCIA | N | 9 | 1
 44   | ADI 4125   | CÁRMEN LÚCIA | N | 9 | 1
 45   | MS 27026   | CÁRMEN LÚCIA | N | 9 | 1
 46   | ADI 3817   | CÁRMEN LÚCIA | N | 9 | 1
 47   | RCL 4879   | CÁRMEN LÚCIA | N | 9 | 1
 48   | RE 420532  | CÁRMEN LÚCIA | N | 9 | 1
 49   | MS 24964   | CÁRMEN LÚCIA | N | 9 | 1
 50   | RHC 89721  | CÁRMEN LÚCIA | N | 9 | 1
 51   | HC 105725  | CÁRMEN LÚCIA | N | 9 | 1
 52   | HC 103742  | CÁRMEN LÚCIA | N | 9 | 1
 53   | HC 109093  | CÁRMEN LÚCIA | N | 9 | 1
 54   | RE 565714  | CÁRMEN LÚCIA | N | 9 | 1
 55   | MS 26085   | CÁRMEN LÚCIA | N | 9 | 1
 56   | HC 99447   | CÁRMEN LÚCIA | N | 9 | 1
 57   | HC 113715  | CÁRMEN LÚCIA | N | 9 | 0
 58   | ADI 1264   | CÁRMEN LÚCIA | N | 9 | 0
 59   | HC 95721   | CÁRMEN LÚCIA | N | 9 | 0
 60   | RHC 97458  | CÁRMEN LÚCIA | N | 9 | 0
 61   | RMS 30973  | CÁRMEN LÚCIA | N | 9 | 0
 62   | MS 28651   | CÁRMEN LÚCIA | S | 9 | 0
 63   | HC 89491   | CÁRMEN LÚCIA | N | 8 | 2
 64   | HC 92871   | CÁRMEN LÚCIA | N | 8 | 2
 65   | MI 833     | CÁRMEN LÚCIA | N | 8 | 2
 66   | RCL 6944   | CÁRMEN LÚCIA | N | 8 | 2
 67   | RHC 89624  | CÁRMEN LÚCIA | N | 8 | 2
 68   | HC 91760   | CÁRMEN LÚCIA | N | 8 | 2
 69   | HC 94753   | CÁRMEN LÚCIA | N | 8 | 1
 70   | HC 108794  | CÁRMEN LÚCIA | N | 8 | 1
 71   | HC 86142   | CÁRMEN LÚCIA | N | 8 | 1
 72   | HC 100979  | CÁRMEN LÚCIA | N | 8 | 1
 73   | INQ 2648   | CÁRMEN LÚCIA | N | 8 | 1
 74   | HC 118955  | CÁRMEN LÚCIA | N | 8 | 1
 75   | HC 91226   | CÁRMEN LÚCIA | N | 8 | 0
 76   | HC 112755  | CÁRMEN LÚCIA | N | 8 | 0
 77   | RE 556854  | CÁRMEN LÚCIA | N | 8 | 0
 78   | RE 600885  | CÁRMEN LÚCIA | N | 8 | 0
 79   | HC 107763  | CÁRMEN LÚCIA | N | 8 | 0
 80   | HC 87721   | CÁRMEN LÚCIA | N | 8 | 0
 81   | HC 108996  | CÁRMEN LÚCIA | N | 8 | 0
 82   | HC 113880  | CÁRMEN LÚCIA | N | 8 | 0
 83   | HC 104206  | CÁRMEN LÚCIA | N | 7 | 3
 84   | RCL 3737   | CÁRMEN LÚCIA | N | 7 | 3
 85   | MS 31770   | CÁRMEN LÚCIA | N | 7 | 2
 86   | HC 100567  | CÁRMEN LÚCIA | N | 7 | 2
 87   | HC 113793  | CÁRMEN LÚCIA | N | 7 | 2
 88   | HC 119515  | CÁRMEN LÚCIA | N | 7 | 2
 89   | HC 105234  | CÁRMEN LÚCIA | N | 7 | 2
 90   | HC 99111   | CÁRMEN LÚCIA | N | 7 | 2
 91   | HC 91041   | CÁRMEN LÚCIA | N | 7 | 2
 92   | RCL 5928   | CÁRMEN LÚCIA | N | 7 | 1
 93   | RE 320179  | CÁRMEN LÚCIA | N | 7 | 1
 94   | RE 451018  | CÁRMEN LÚCIA | S | 7 | 0
 95   | RMS 24411  | CÁRMEN LÚCIA | N | 7 | 0
 96   | HC 91566   | CÁRMEN LÚCIA | N | 7 | 0
 97   | INQ 2390   | CÁRMEN LÚCIA | N | 7 | 0
 98   | HC 106293  | CÁRMEN LÚCIA | N | 7 | 0
 99   | ADI 3104   | CÁRMEN LÚCIA | N | 6 | 3
 100   | HC 94503   | CÁRMEN LÚCIA | N | 6 | 3
 101   | HC 102486  | CÁRMEN LÚCIA | N | 6 | 2
 102   | HC 102088  | CÁRMEN LÚCIA | N | 6 | 2
 103   | RHC 100972 | CÁRMEN LÚCIA | N | 6 | 1
 104   | RHC 91162  | CÁRMEN LÚCIA | N | 6 | 1
 105   | HC 104462  | CÁRMEN LÚCIA | N | 6 | 1
 106   | HC 94848   | CÁRMEN LÚCIA | N | 6 | 1
 107   | HC 94526   | CÁRMEN LÚCIA | N | 5 | 2
 108   | HC 93524   | CÁRMEN LÚCIA | N | 5 | 2
 109   | HC 96309   | CÁRMEN LÚCIA | N | 5 | 2
 110   | ADI 2220   | CÁRMEN LÚCIA | N | 5 | 2
 111   | HC 109168  | CÁRMEN LÚCIA | N | 5 | 0
 112   | HC 88660   | CÁRMEN LÚCIA | N | 5 | 0
 113   | AP 396     | CÁRMEN LÚCIA | N | 4 | 4
 114   | HC 92956   | CÁRMEN LÚCIA | N | 4 | 2
 115   | ADI 3768   | CÁRMEN LÚCIA | N | 4 | 1
 116   | HC 98231   | CÁRMEN LÚCIA | N | 4 | 1
 117   | RE 568645  | CÁRMEN LÚCIA | N | 4 | 0
 118   | HC 110936  | CÁRMEN LÚCIA | N | 3 | 0
 119   | RMS 30965  | CÁRMEN LÚCIA | N | 2 | 2
 120   | EXT 1166   | CÁRMEN LÚCIA | N | 2 | 1
 121   | RHC 115380 | CÁRMEN LÚCIA | N | 2 | 1
 122   | HC 97033   | CÁRMEN LÚCIA | N | 2 | 1
 123   | HC 116537  | CÁRMEN LÚCIA | N | 2 | 1
 124   | MS 28953   | CÁRMEN LÚCIA | N | 2 | 0
 125   | ADI 4800   | CÁRMEN LÚCIA | S | 2 | 0
 126   | HC 107382  | CÁRMEN LÚCIA | N | 2 | 0
 127   | RHC 94350  | CÁRMEN LÚCIA | N | 2 | 0
 128   | MS 26464   | CÁRMEN LÚCIA | N | 2 | 0
 129   | HC 90813   | CÁRMEN LÚCIA | N | 2 | 0
 130   | HC 123698  | CÁRMEN LÚCIA | N | 2 | 0

stf_pr_1_acordaos_90_rel_1
Number of decisions which appear on simulations: 147
Number of items whose frequency is higher than 1: 130
Number of decisions which could be in all iterations: 64
decisões que aparecem pelo menos 10 vezes | 28
decisões que aparecem pelo menos 9 vezes | 62
decisões que aparecem pelo menos 8 vezes | 82
142

Most frequent decisions by invserse order
RANK | DECISION ID | RELATOR | VIRTUAL | NUMBER OF OCCURANCES | TIMES REMOVED
 1   | RCL 5928   | CÁRMEN LÚCIA | N | 10 | 0
 2   | RHC 113382 | CÁRMEN LÚCIA | N | 10 | 0
 3   | RE 320179  | CÁRMEN LÚCIA | N | 10 | 0
 4   | HC 107626  | CÁRMEN LÚCIA | N | 10 | 0
 5   | HC 95024   | CÁRMEN LÚCIA | N | 10 | 0
 6   | MI 833     | CÁRMEN LÚCIA | N | 10 | 0
 7   | RE 563965  | CÁRMEN LÚCIA | N | 10 | 0
 8   | HC 95584   | CÁRMEN LÚCIA | N | 10 | 0
 9   | HC 97677   | CÁRMEN LÚCIA | N | 10 | 0
 10   | HC 102312  | CÁRMEN LÚCIA | N | 10 | 0
 11   | ADI 3831   | CÁRMEN LÚCIA | N | 10 | 0
 12   | HC 97462   | CÁRMEN LÚCIA | N | 10 | 0
 13   | AR 1685    | CÁRMEN LÚCIA | N | 10 | 0
 14   | RHC 98358  | CÁRMEN LÚCIA | N | 10 | 0
 15   | RCL 6944   | CÁRMEN LÚCIA | N | 10 | 0
 16   | HC 103525  | CÁRMEN LÚCIA | N | 10 | 0
 17   | HC 104206  | CÁRMEN LÚCIA | N | 10 | 0
 18   | ADI 1264   | CÁRMEN LÚCIA | N | 10 | 0
 19   | MI 795     | CÁRMEN LÚCIA | N | 10 | 0
 20   | HC 105234  | CÁRMEN LÚCIA | N | 10 | 0
 21   | MS 25552   | CÁRMEN LÚCIA | N | 10 | 0
 22   | RMS 30973  | CÁRMEN LÚCIA | N | 10 | 0
 23   | ADI 3104   | CÁRMEN LÚCIA | N | 10 | 0
 24   | MI 879     | CÁRMEN LÚCIA | S | 10 | 0
 25   | MS 26163   | CÁRMEN LÚCIA | N | 10 | 0
 26   | HC 99111   | CÁRMEN LÚCIA | N | 10 | 0
 27   | HC 105725  | CÁRMEN LÚCIA | N | 10 | 0
 28   | MS 26085   | CÁRMEN LÚCIA | N | 10 | 0
 29   | HC 105775  | CÁRMEN LÚCIA | N | 10 | 0
 30   | MS 28651   | CÁRMEN LÚCIA | S | 10 | 0
 31   | HC 94753   | CÁRMEN LÚCIA | N | 9 | 1
 32   | HC 97051   | CÁRMEN LÚCIA | N | 9 | 1
 33   | MS 25191   | CÁRMEN LÚCIA | N | 9 | 1
 34   | HC 92871   | CÁRMEN LÚCIA | N | 9 | 1
 35   | HC 108794  | CÁRMEN LÚCIA | N | 9 | 1
 36   | HC 102088  | CÁRMEN LÚCIA | N | 9 | 1
 37   | HC 107577  | CÁRMEN LÚCIA | N | 9 | 1
 38   | RCL 5758   | CÁRMEN LÚCIA | N | 9 | 1
 39   | RHC 89624  | CÁRMEN LÚCIA | N | 9 | 1
 40   | HC 91760   | CÁRMEN LÚCIA | N | 9 | 1
 41   | HC 93895   | CÁRMEN LÚCIA | N | 9 | 1
 42   | HC 109739  | CÁRMEN LÚCIA | N | 9 | 1
 43   | HC 91767   | CÁRMEN LÚCIA | N | 9 | 1
 44   | ADI 3817   | CÁRMEN LÚCIA | N | 9 | 1
 45   | RCL 3737   | CÁRMEN LÚCIA | N | 9 | 1
 46   | RHC 94806  | CÁRMEN LÚCIA | N | 9 | 1
 47   | RHC 89721  | CÁRMEN LÚCIA | N | 9 | 1
 48   | RHC 110773 | CÁRMEN LÚCIA | N | 9 | 1
 49   | HC 91050   | CÁRMEN LÚCIA | N | 9 | 1
 50   | RE 480195  | CÁRMEN LÚCIA | N | 9 | 1
 51   | RE 565714  | CÁRMEN LÚCIA | N | 9 | 1
 52   | AO 1522    | CÁRMEN LÚCIA | S | 9 | 0
 53   | HC 107763  | CÁRMEN LÚCIA | N | 9 | 0
 54   | HC 86142   | CÁRMEN LÚCIA | N | 9 | 0
 55   | RE 420532  | CÁRMEN LÚCIA | N | 9 | 0
 56   | MS 24964   | CÁRMEN LÚCIA | N | 9 | 0
 57   | HC 104462  | CÁRMEN LÚCIA | N | 9 | 0
 58   | HC 100979  | CÁRMEN LÚCIA | N | 9 | 0
 59   | HC 109093  | CÁRMEN LÚCIA | N | 9 | 0
 60   | HC 93821   | CÁRMEN LÚCIA | N | 8 | 2
 61   | HC 112755  | CÁRMEN LÚCIA | N | 8 | 2
 62   | HC 89970   | CÁRMEN LÚCIA | N | 8 | 2
 63   | HC 100380  | CÁRMEN LÚCIA | N | 8 | 2
 64   | HC 102730  | CÁRMEN LÚCIA | N | 8 | 2
 65   | HC 90893   | CÁRMEN LÚCIA | N | 8 | 2
 66   | HC 91041   | CÁRMEN LÚCIA | N | 8 | 2
 67   | HC 93302   | CÁRMEN LÚCIA | N | 8 | 2
 68   | HC 99447   | CÁRMEN LÚCIA | N | 8 | 2
 69   | HC 91226   | CÁRMEN LÚCIA | N | 8 | 1
 70   | HC 116767  | CÁRMEN LÚCIA | N | 8 | 1
 71   | HC 113715  | CÁRMEN LÚCIA | N | 8 | 1
 72   | HC 113793  | CÁRMEN LÚCIA | N | 8 | 1
 73   | RCL 4879   | CÁRMEN LÚCIA | N | 8 | 1
 74   | RCL 6138   | CÁRMEN LÚCIA | N | 8 | 1
 75   | RHC 87212  | CÁRMEN LÚCIA | N | 8 | 1
 76   | HC 102486  | CÁRMEN LÚCIA | N | 8 | 0
 77   | HC 97772   | CÁRMEN LÚCIA | N | 8 | 0
 78   | RE 600885  | CÁRMEN LÚCIA | N | 8 | 0
 79   | RE 451018  | CÁRMEN LÚCIA | S | 8 | 0
 80   | RMS 27300  | CÁRMEN LÚCIA | N | 7 | 3
 81   | HC 93524   | CÁRMEN LÚCIA | N | 7 | 3
 82   | HC 106393  | CÁRMEN LÚCIA | N | 7 | 3
 83   | INQ 2648   | CÁRMEN LÚCIA | N | 7 | 3
 84   | ADI 2220   | CÁRMEN LÚCIA | N | 7 | 3
 85   | HC 91631   | CÁRMEN LÚCIA | N | 7 | 2
 86   | RE 556854  | CÁRMEN LÚCIA | N | 7 | 2
 87   | HC 89491   | CÁRMEN LÚCIA | N | 7 | 2
 88   | HC 100567  | CÁRMEN LÚCIA | N | 7 | 2
 89   | HC 95721   | CÁRMEN LÚCIA | N | 7 | 2
 90   | RHC 97458  | CÁRMEN LÚCIA | N | 7 | 2
