Descrição de informações da simulação do page rank por iteração

Iteração 1
IDs presentes na iteraçao anterior e que foram removidos na simulação da iteração atual
DECISION ID | RELATOR | VIRTUAL

RANK | DECISION ID | RELATOR | VIRTUAL | PAGE RANK
 1    | HC 113162  | LUIZ FUX | N | 0.305912
 2    | HC 114559  | LUIZ FUX | N | 0.305898
 3    | ADI 4627   | LUIZ FUX | S | 0.203946
 4    | HC 109723  | LUIZ FUX | N | 0.000484
 5    | MS 31642   | LUIZ FUX | N | 0.000365
 6    | HC 100367  | LUIZ FUX | N | 0.000365
 7    | HC 102926  | LUIZ FUX | N | 0.000365
 8    | HC 111254  | LUIZ FUX | N | 0.000347
 9    | HC 108314  | LUIZ FUX | N | 0.000302
 10   | RHC 103354 | LUIZ FUX | N | 0.000239
 11   | HC 104827  | LUIZ FUX | N | 0.000230
 12   | HC 103460  | LUIZ FUX | N | 0.000225
 13   | HC 108056  | LUIZ FUX | N | 0.000225
 14   | HC 108201  | LUIZ FUX | N | 0.000207
 15   | HC 104195  | LUIZ FUX | N | 0.000206
 16   | HC 110902  | LUIZ FUX | N | 0.000203
 17   | HC 111365  | LUIZ FUX | N | 0.000201
 18   | RHC 115213 | LUIZ FUX | N | 0.000199
 19   | ADI 4029   | LUIZ FUX | N | 0.000169
 20   | HC 107796  | LUIZ FUX | N | 0.000166
 21   | RHC 110056 | LUIZ FUX | N | 0.000155
 22   | HC 96820   | LUIZ FUX | N | 0.000155
 23   | HC 115098  | LUIZ FUX | N | 0.000141
 24   | RE 539224  | LUIZ FUX | N | 0.000141
 25   | HC 108183  | LUIZ FUX | N | 0.000141
 26   | HC 108219  | LUIZ FUX | N | 0.000131
 27   | HC 108426  | LUIZ FUX | N | 0.000126
 28   | HC 108135  | LUIZ FUX | N | 0.000122
 29   | HC 104722  | LUIZ FUX | N | 0.000112
 30   | HC 109344  | LUIZ FUX | N | 0.000112
 31   | ADI 4967   | LUIZ FUX | N | 0.000112
 32   | RHC 107585 | LUIZ FUX | N | 0.000112
 33   | HC 107882  | LUIZ FUX | N | 0.000112
 34   | HC 109308  | LUIZ FUX | N | 0.000098
 35   | HC 101248  | LUIZ FUX | N | 0.000096
 36   | RHC 116038 | LUIZ FUX | N | 0.000091
 37   | HC 114650  | LUIZ FUX | N | 0.000087
 38   | HC 115137  | LUIZ FUX | N | 0.000084
 39   | HC 111480  | LUIZ FUX | N | 0.000084
 40   | HC 110133  | LUIZ FUX | N | 0.000084
 41   | HC 110636  | LUIZ FUX | N | 0.000084
 42   | RHC 117491 | LUIZ FUX | N | 0.000084
 43   | EXT 1239   | LUIZ FUX | N | 0.000084
 44   | HC 117155  | LUIZ FUX | N | 0.000084
 45   | HC 108268  | LUIZ FUX | N | 0.000084
 46   | HC 111867  | LUIZ FUX | N | 0.000084
 47   | HC 108374  | LUIZ FUX | N | 0.000084
 48   | HC 110404  | LUIZ FUX | N | 0.000084
 49   | HC 117746  | LUIZ FUX | N | 0.000083
 50   | HC 104767  | LUIZ FUX | N | 0.000070
 51   | ADI 4578   | LUIZ FUX | N | 0.000066
 52   | RHC 112875 | LUIZ FUX | N | 0.000066
 53   | ADC 29     | LUIZ FUX | N | 0.000066
 54   | HC 111119  | LUIZ FUX | N | 0.000059
 55   | HC 101698  | LUIZ FUX | N | 0.000056
 56   | RHC 110432 | LUIZ FUX | N | 0.000056
 57   | HC 101892  | LUIZ FUX | N | 0.000056
 58   | HC 113186  | LUIZ FUX | N | 0.000056
 59   | HC 117855  | LUIZ FUX | N | 0.000056
 60   | RHC 109978 | LUIZ FUX | N | 0.000056
 61   | RHC 119122 | LUIZ FUX | N | 0.000056
 62   | HC 93938   | LUIZ FUX | N | 0.000056
 63   | HC 121991  | LUIZ FUX | N | 0.000056
 64   | HC 103172  | LUIZ FUX | N | 0.000056
 65   | HC 102491  | LUIZ FUX | N | 0.000056
 66   | HC 112151  | LUIZ FUX | N | 0.000056
 67   | RE 747912  | LUIZ FUX | N | 0.000056
 68   | INQ 3128   | LUIZ FUX | N | 0.000056
 69   | ADI 5286   | LUIZ FUX | N | 0.000056
 70   | HC 104346  | LUIZ FUX | N | 0.000056
 71   | INQ 2915   | LUIZ FUX | N | 0.000056
 72   | HC 99448   | LUIZ FUX | N | 0.000056
 73   | RE 655265  | LUIZ FUX | N | 0.000056
 74   | RHC 104144 | LUIZ FUX | N | 0.000056
 75   | RHC 119607 | LUIZ FUX | N | 0.000056
 76   | HC 100754  | LUIZ FUX | N | 0.000056
 77   | EXT 1375   | LUIZ FUX | N | 0.000056
 78   | MS 28469   | LUIZ FUX | N | 0.000056
 79   | RHC 115133 | LUIZ FUX | N | 0.000056
 80   | HC 109538  | LUIZ FUX | N | 0.000056
 81   | HC 111749  | LUIZ FUX | N | 0.000056
 82   | HC 115868  | LUIZ FUX | N | 0.000056
 83   | RHC 123572 | LUIZ FUX | N | 0.000056
 84   | HC 120582  | LUIZ FUX | N | 0.000056
 85   | RCL 9723   | LUIZ FUX | N | 0.000056
 86   | ACO 347    | LUIZ FUX | S | 0.000056
 87   | HC 119927  | LUIZ FUX | N | 0.000056
 88   | HC 107712  | LUIZ FUX | N | 0.000056
 89   | RHC 103542 | LUIZ FUX | N | 0.000056
 90   | HC 120435  | LUIZ FUX | N | 0.000056
 91   | RHC 108011 | LUIZ FUX | N | 0.000056
 92   | HC 124132  | LUIZ FUX | N | 0.000056
 93   | HC 85942   | LUIZ FUX | N | 0.000056
 94   | RE 561836  | LUIZ FUX | N | 0.000056
