Descrição de informações da simulação do page rank por iteração

Iteração 1
IDs presentes na iteraçao anterior e que foram removidos na simulação da iteração atual
DECISION ID | RELATOR | VIRTUAL

RANK | DECISION ID | RELATOR | VIRTUAL | PAGE RANK
 1    | RE 606107          | ROSA WEBER | N | 0.001983
 2    | RHC 115981         | ROSA WEBER | N | 0.000298
 3    | AGR AI 772064      | ROSA WEBER | N | 0.000298
 4    | AGR ARE 909837     | ROSA WEBER | N | 0.000298
 5    | AGR AI 842715      | ROSA WEBER | N | 0.000298
 6    | AGR AC 2678        | ROSA WEBER | N | 0.000298
 7    | AGR AI 849189      | ROSA WEBER | N | 0.000298
 8    | AGR RCL 13803      | ROSA WEBER | N | 0.000298
 9    | AGR ARE 937218     | ROSA WEBER | N | 0.000298
 10   | AGR ARE 700501     | ROSA WEBER | N | 0.000298
 11   | AGR ARE 915844     | ROSA WEBER | N | 0.000298
 12   | HC 124230          | ROSA WEBER | N | 0.000298
 13   | HC 125326          | ROSA WEBER | N | 0.000298
 14   | AGR ARE 887742     | ROSA WEBER | N | 0.000298
 15   | RHC 117698         | ROSA WEBER | N | 0.000298
 16   | AGR ARE 933195     | ROSA WEBER | N | 0.000298
 17   | AGR AI 699057      | ROSA WEBER | N | 0.000298
 18   | HC 112454          | ROSA WEBER | N | 0.000298
 19   | ED ARE 794952      | ROSA WEBER | N | 0.000298
 20   | ED AGR AI 779104   | ROSA WEBER | N | 0.000298
 21   | AGR ARE 815961     | ROSA WEBER | N | 0.000298
 22   | HC 112692          | ROSA WEBER | N | 0.000298
 23   | AGR RE 685191      | ROSA WEBER | N | 0.000298
 24   | AGR RE 884654      | ROSA WEBER | N | 0.000298
 25   | AGR RE 637754      | ROSA WEBER | N | 0.000298
 26   | ED MI 1542         | ROSA WEBER | N | 0.000298
 27   | AGR ARE 983478     | ROSA WEBER | N | 0.000298
 28   | AGR ARE 728498     | ROSA WEBER | N | 0.000298
 29   | ED AGR ARE 869813  | ROSA WEBER | N | 0.000298
 30   | AGR ARE 881423     | ROSA WEBER | N | 0.000298
 31   | AGR ARE 872180     | ROSA WEBER | N | 0.000298
 32   | AGR RE 750324      | ROSA WEBER | N | 0.000298
 33   | ED AGR ARE 725264  | ROSA WEBER | N | 0.000298
 34   | AGR ARE 886346     | ROSA WEBER | N | 0.000298
 35   | ED ARE 908853      | ROSA WEBER | N | 0.000298
 36   | AGR ARE 688729     | ROSA WEBER | N | 0.000298
 37   | ED RHC 106717      | ROSA WEBER | N | 0.000298
 38   | AGR RE 765140      | ROSA WEBER | N | 0.000298
 39   | AGR AI 776184      | ROSA WEBER | N | 0.000298
 40   | AGR ARE 960700     | ROSA WEBER | N | 0.000298
 41   | AGR ARE 738067     | ROSA WEBER | N | 0.000298
 42   | AGR ARE 716358     | ROSA WEBER | N | 0.000298
 43   | AGR ARE 684096     | ROSA WEBER | N | 0.000298
 44   | AGR AI 856944      | ROSA WEBER | N | 0.000298
 45   | AGR RE 829609      | ROSA WEBER | N | 0.000298
 46   | AGR ARE 868211     | ROSA WEBER | N | 0.000298
 47   | AGR ARE 936588     | ROSA WEBER | N | 0.000298
 48   | HC 118930          | ROSA WEBER | N | 0.000298
 49   | AGR AR 2104        | ROSA WEBER | N | 0.000298
 50   | ED ARE 704774      | ROSA WEBER | N | 0.000298
 51   | AGR AI 779258      | ROSA WEBER | N | 0.000298
 52   | AGR ARE 994329     | ROSA WEBER | N | 0.000298
 53   | AGR RE 747866      | ROSA WEBER | N | 0.000298
 54   | AGR ARE 872679     | ROSA WEBER | N | 0.000298
 55   | AGR ARE 786954     | ROSA WEBER | N | 0.000298
 56   | AGR RCL 7706       | ROSA WEBER | N | 0.000298
 57   | ED AGR ARE 853453  | ROSA WEBER | N | 0.000298
 58   | HC 116777          | ROSA WEBER | N | 0.000298
 59   | ED ARE 666581      | ROSA WEBER | N | 0.000298
 60   | AGR ARE 898473     | ROSA WEBER | N | 0.000298
 61   | AGR RE 809254      | ROSA WEBER | N | 0.000298
 62   | AGR ARE 859958     | ROSA WEBER | N | 0.000298
 63   | AGR RE 626382      | ROSA WEBER | N | 0.000298
 64   | AGR ARE 734454     | ROSA WEBER | N | 0.000298
 65   | AGR ARE 825369     | ROSA WEBER | N | 0.000298
 66   | ED AGR AI 784018   | ROSA WEBER | N | 0.000298
 67   | AGR AI 777562      | ROSA WEBER | N | 0.000298
 68   | AGR HC 119771      | ROSA WEBER | N | 0.000298
 69   | AGR AI 791498      | ROSA WEBER | N | 0.000298
 70   | AGR HC 112364      | ROSA WEBER | N | 0.000298
 71   | AGR EDV ARE 968369 | ROSA WEBER | N | 0.000298
 72   | AGR ARE 990938     | ROSA WEBER | N | 0.000298
 73   | ED AGR AI 719153   | ROSA WEBER | N | 0.000298
 74   | RHC 120317         | ROSA WEBER | N | 0.000298
 75   | AGR ARE 951404     | ROSA WEBER | N | 0.000298
 76   | HC 119979          | ROSA WEBER | N | 0.000298
 77   | HC 119759          | ROSA WEBER | N | 0.000298
 78   | AGR ARE 920052     | ROSA WEBER | N | 0.000298
 79   | AGR RHC 117667     | ROSA WEBER | N | 0.000298
 80   | AGR MS 33173       | ROSA WEBER | N | 0.000298
 81   | HC 108678          | ROSA WEBER | N | 0.000298
 82   | ED AGR RE 861109   | ROSA WEBER | N | 0.000298
 83   | HC 126070          | ROSA WEBER | N | 0.000298
 84   | AGR ARE 718498     | ROSA WEBER | N | 0.000298
 85   | ED AGR RE 603451   | ROSA WEBER | N | 0.000298
 86   | ED ARE 903173      | ROSA WEBER | N | 0.000298
 87   | AGR MS 32772       | ROSA WEBER | N | 0.000298
 88   | AGR RE 706658      | ROSA WEBER | N | 0.000298
 89   | AGR ARE 766571     | ROSA WEBER | N | 0.000298
